날짜,종목코드,시가,고가,저가,종가,출처
2025-06-30,275290,11285,12765,11170,12610,Naver
2025-06-30,275300,8795,10470,8775,10335,Naver
2025-06-30,275750,3910,3910,3560,3675,Naver
2025-06-30,275980,16924,17947,16695,17947,Naver
2025-06-30,276000,14408,15357,14403,15072,Naver
2025-06-30,276650,30382,32876,30003,32846,Naver
2025-06-30,276970,7399,7490,7244,7335,Naver
2025-06-30,276990,18015,19300,17200,18680,Naver
2025-06-30,277540,16777,18045,16422,17739,Naver
2025-06-30,277630,27935,32372,27751,31760,Naver
2025-06-30,277640,13417,15742,13323,15375,Naver
2025-06-30,277650,15720,17525,15565,17250,Naver
2025-06-30,278240,8022,9545,7967,8963,Naver
2025-06-30,278530,12845,15095,12810,14860,Naver
2025-06-30,278540,11895,13855,11830,13720,Naver
2025-06-30,278620,115860,116053,115840,116023,Naver
2025-06-30,279530,11265,12425,11090,12264,Naver
2025-06-30,279540,10805,12075,10745,12075,Naver
2025-06-30,280320,19903,20668,18764,20663,Naver
2025-06-30,280930,12166,12934,12131,12934,Naver
2025-06-30,280940,4535,4620,4295,4565,Naver
2025-06-30,281990,13181,14872,12939,14728,Naver
2025-06-30,282000,108583,109294,108519,109102,Naver
2025-06-30,283580,11688,11870,11453,11771,Naver
2025-06-30,284430,13046,13930,12958,13762,Naver
2025-06-30,284980,13032,15562,12634,14942,Naver
2025-06-30,285690,11905,13515,11780,13380,Naver
2025-06-30,289040,10405,12115,10405,12010,Naver
2025-06-30,289250,10405,12207,10405,12109,Naver
2025-06-30,289260,9163,11315,9068,11225,Naver
2025-06-30,289480,7908,8183,7810,8096,Naver
2025-06-30,289670,56205,56358,55556,56185,Naver
2025-06-30,290080,8555,8835,8074,8742,Naver
2025-06-30,290130,12945,15350,12945,15222,Naver
2025-06-30,291130,14007,14362,13573,14219,Naver
2025-06-30,291620,6925,6925,6330,6535,Naver
2025-06-30,291630,3565,4225,3540,3950,Naver
2025-06-30,291680,8274,8480,7768,7905,Naver
2025-06-30,291890,8579,9265,8465,9156,Naver
2025-06-30,292050,17296,20182,17252,19832,Naver
2025-06-30,292150,10867,12884,10778,12715,Naver
2025-06-30,292160,16894,19786,16869,19384,Naver
2025-06-30,292190,16840,19670,16790,19350,Naver
2025-06-30,292500,17157,19895,17103,19690,Naver
2025-06-30,292560,8913,8923,8682,8712,Naver
2025-06-30,294400,46605,54845,46530,53990,Naver
2025-06-30,295000,55500,55669,54943,55440,Naver
2025-06-30,295020,53482,54129,53378,53758,Naver
2025-06-30,295040,13280,15660,13280,15450,Naver
2025-06-30,298340,56598,56598,56291,56494,Naver
2025-06-30,298770,24351,27596,24153,26881,Naver
2025-06-30,300610,6850,8215,6820,7775,Naver
2025-06-30,300640,8125,9825,8115,9280,Naver
2025-06-30,300950,6670,7650,6670,7530,Naver
2025-06-30,301400,12070,13260,12070,12790,Naver
2025-06-30,301410,5920,5920,5390,5540,Naver
2025-06-30,302190,52187,52231,51801,52078,Naver
2025-06-30,302450,27770,32279,27643,31671,Naver
2025-06-30,304660,7395,7600,7350,7555,Naver
2025-06-30,304670,12045,12105,11738,11783,Naver
2025-06-30,304760,16574,19196,16514,19027,Naver
2025-06-30,304770,11925,13030,11910,12640,Naver
2025-06-30,304780,19405,26525,19265,25810,Naver
2025-06-30,304940,24289,25822,24146,25803,Naver
2025-06-30,305050,27915,33020,27700,31815,Naver
2025-06-30,305080,12215,12300,11937,12091,Naver
2025-06-30,305540,12140,13325,11850,13295,Naver
2025-06-30,305720,9870,10690,9645,10480,Naver
2025-06-30,306520,9680,9760,8295,8385,Naver
2025-06-30,306530,7125,8485,7110,7970,Naver
2025-06-30,306950,13695,18510,13655,17920,Naver
2025-06-30,307510,16365,17285,16160,16880,Naver
2025-06-30,307520,12481,14911,12416,14026,Naver
2025-06-30,308620,11435,11504,11154,11317,Naver
2025-06-30,309230,25146,25886,24675,25569,Naver
2025-06-30,310080,9289,9853,9098,9672,Naver
2025-06-30,310960,20840,24500,20795,24205,Naver
2025-06-30,310970,14965,17425,14885,17265,Naver
2025-06-30,314250,47992,52241,47747,52241,Naver
2025-06-30,314700,9201,9725,9101,9695,Naver
2025-06-30,315270,19033,24161,18918,22919,Naver
2025-06-30,315930,22165,26580,21935,26220,Naver
2025-06-30,315960,19695,23415,19455,23125,Naver
2025-06-30,316300,11840,12319,11497,12241,Naver
2025-06-30,319640,20672,21564,20306,20484,Naver
2025-06-30,321410,9729,10051,9675,10036,Naver
2025-06-30,322400,10535,13580,10455,12800,Naver
2025-06-30,322410,14437,16501,14159,16244,Naver
2025-06-30,325010,14700,17535,14700,17110,Naver
2025-06-30,326230,9133,9935,9064,9916,Naver
2025-06-30,326240,14285,17355,14210,16690,Naver
2025-06-30,329200,3967,4026,3876,3971,Naver
2025-06-30,329650,13487,13551,13336,13521,Naver
2025-06-30,329660,15941,16139,15803,16084,Naver
2025-06-30,329670,18455,18801,18286,18742,Naver
2025-06-30,332500,23840,28060,23840,27730,Naver
2025-06-30,332610,122257,123697,117324,119400,Naver
2025-06-30,332620,87036,88416,81075,86943,Naver
2025-06-30,332930,46580,54740,46580,54085,Naver
2025-06-30,332940,14925,17340,14805,17175,Naver
2025-06-30,334690,4872,5924,4788,5719,Naver
2025-06-30,334700,5586,5640,4527,4743,Naver
2025-06-30,336160,101048,101163,100777,101153,Naver
2025-06-30,337120,13090,15030,12970,14920,Naver
2025-06-30,337140,12940,15205,12870,14860,Naver
2025-06-30,337150,13105,15760,13105,15455,Naver
2025-06-30,337160,13946,16344,13891,16124,Naver
2025-06-30,341850,4659,4727,4434,4515,Naver
2025-06-30,352540,10700,11111,10575,10880,Naver
2025-06-30,352560,11439,11727,11349,11435,Naver
2025-06-30,354240,10269,10387,10025,10265,Naver
2025-06-30,354350,18960,19295,18091,19130,Naver
2025-06-30,354500,12000,13115,11945,12755,Naver
2025-06-30,356540,107590,107625,106691,107215,Naver
2025-06-30,357870,56065,56175,56065,56170,Naver
2025-06-30,359210,13690,15915,13655,15640,Naver
2025-06-30,360140,9805,10723,9685,10673,Naver
2025-06-30,360200,20296,20997,20088,20887,Naver
2025-06-30,360750,20081,20781,19868,20667,Naver
2025-06-30,361580,20265,23765,20130,23375,Naver
2025-06-30,363510,109085,109282,109085,109282,Naver
2025-06-30,363570,101588,101632,99968,100963,Naver
2025-06-30,363580,10470,13185,10440,12770,Naver
2025-06-30,364690,14170,16510,14160,16265,Naver
2025-06-30,364960,5620,6750,5595,6585,Naver
2025-06-30,364970,7080,7690,7050,7260,Naver
2025-06-30,364980,6650,7415,6495,7395,Naver
2025-06-30,364990,5185,6130,5185,6070,Naver
2025-06-30,365000,3700,5225,3655,4675,Naver
2025-06-30,365040,13595,15770,13530,15515,Naver
2025-06-30,367380,22362,23388,22092,23289,Naver
2025-06-30,367740,12353,14355,12318,14175,Naver
2025-06-30,367760,10245,12410,10200,12055,Naver
2025-06-30,368190,6570,7635,6570,7365,Naver
2025-06-30,368590,21621,22625,21372,22535,Naver
2025-06-30,368680,6680,7715,6635,7455,Naver
2025-06-30,371160,7757,8229,7577,7900,Naver
2025-06-30,371450,11192,11456,10843,11152,Naver
2025-06-30,371460,9306,9390,8149,9073,Naver
2025-06-30,371470,6618,7512,6404,6921,Naver
2025-06-30,371870,7696,7981,7377,7711,Naver
2025-06-30,373490,11285,13400,11230,13075,Naver
2025-06-30,373790,14869,14869,14171,14402,Naver
2025-06-30,375270,11565,12021,11471,11795,Naver
2025-06-30,375760,8802,10156,8767,10007,Naver
2025-06-30,375770,8970,10295,8920,10150,Naver
2025-06-30,376410,8874,10211,8844,10036,Naver
2025-06-30,377990,10705,13420,10520,13165,Naver
2025-06-30,379780,17486,18095,17308,17996,Naver
2025-06-30,379790,14631,14840,14029,14432,Naver
2025-06-30,379800,18338,18984,18151,18885,Naver
2025-06-30,379810,19480,20379,19252,20299,Naver
2025-06-30,380340,8745,11400,8745,10835,Naver
2025-06-30,381170,22789,24295,22445,24171,Naver
2025-06-30,381180,17184,19817,16939,19738,Naver
2025-06-30,381560,6637,7565,6543,7461,Naver
2025-06-30,381570,6554,7299,6460,6965,Naver
2025-06-30,385510,20180,24250,19900,24010,Naver
2025-06-30,385520,6905,8070,6830,7850,Naver
2025-06-30,385540,109206,109290,108261,108939,Naver
2025-06-30,385550,110598,110853,110598,110844,Naver
2025-06-30,385560,80234,80688,77046,78560,Naver
2025-06-30,385590,8135,9440,8055,9355,Naver
2025-06-30,385600,5620,6195,5540,6075,Naver
2025-06-30,385720,10305,11870,10285,11550,Naver
2025-06-30,387270,16245,17688,16076,17061,Naver
2025-06-30,387280,6375,7225,6265,7070,Naver
2025-06-30,388280,7165,7720,7155,7700,Naver
2025-06-30,388420,9412,11532,9357,11225,Naver
2025-06-30,390390,22398,25894,22200,25804,Naver
2025-06-30,390400,5511,6057,5347,5915,Naver
2025-06-30,391600,8611,9154,8009,8417,Naver
2025-06-30,391670,10417,12000,10407,11751,Naver
2025-06-30,394670,5719,5769,5165,5744,Naver
2025-06-30,395150,3155,4045,3140,3750,Naver
2025-06-30,395160,8570,10610,8540,10400,Naver
2025-06-30,395170,7187,7971,7107,7756,Naver
2025-06-30,395270,9566,11844,9566,11540,Naver
2025-06-30,395280,4020,4670,4020,4590,Naver
2025-06-30,395290,8945,10135,8880,9830,Naver
2025-06-30,395750,8425,9605,8360,9480,Naver
2025-06-30,396500,9682,12324,9677,12000,Naver
2025-06-30,396510,5286,5503,4985,5365,Naver
2025-06-30,396520,6249,6538,6054,6463,Naver
2025-06-30,397420,51908,51918,51535,51844,Naver
2025-06-30,399110,15609,16081,15311,16006,Naver
2025-06-30,399580,6204,6686,6204,6435,Naver
2025-06-30,400580,10173,10991,10108,10272,Naver
2025-06-30,400590,11870,12585,11785,11995,Naver
2025-06-30,400970,6995,8075,6995,7880,Naver
2025-06-30,401170,6137,7310,6137,7025,Naver
2025-06-30,401470,7455,8750,7455,8480,Naver
2025-06-30,401590,9616,10195,9377,9666,Naver
